"","B.cells.naive","B.cells.memory","Plasma.cells","T.cells.CD8","T.cells.CD4.naive","T.cells.CD4.memory.resting","T.cells.CD4.memory.activated","T.cells.follicular.helper","T.cells.regulatory..Tregs.","T.cells.gamma.delta","NK.cells.resting","NK.cells.activated","Monocytes","Macrophages.M0","Macrophages.M1","Macrophages.M2","Dendritic.cells.resting","Dendritic.cells.activated","Mast.cells.resting","Mast.cells.activated","Eosinophils","Neutrophils","P-value","Correlation","RMSE","Absolute score (sig.score)"
"GTEX.ZLWG.0126.SM.4WWC5",0.00418216097317624,0,0.0374700341833911,0.00992336453264002,0,0.0252465381139632,0,0,0,0,0.00443869237151585,4.93570480063148e-06,0.0465221864153017,0,0,0.0929092968739124,0,0,0.00018397936083293,0,0,0,9999,0.247531396520235,0.990751649938542,0.220881188529534
"GTEX.14753.1626.SM.5NQ9L",0,0.000439673973295657,0.00215003407491006,0.01181116501565,0,0,0,0.00811022099307379,0,0,0.0191943897387314,0.000882876653324067,0.0154676225827272,0,0.00072065125889884,0.0121856055721277,0,0,0,0.00576756354291179,0,0.00898109384680523,9999,-0.0111606475148246,1.12788528991999,0.0857108972524557
"GTEX.P44H.0011.R10A.SM.2XCEK",0.00871422370332328,0,1.84719607398346e-05,0,0,0.0305485119004018,0,0.00690926771016887,0.00721766939617008,0,0.00847962634164178,0,0.0165561181059496,0.0244504497464017,0,0.0237788066200571,0,0,0.018736530829436,0,0.00223009902024917,0.0116982428594898,9999,0.0118851807290191,1.08069506779263,0.159338018194029
"GTEX.ZDYS.0926.SM.4WWCS",0.0155966165411489,0,0.00126929955109952,0.0245114286089105,0,0.0259534940013147,0,0.000486290400243224,0,0,0.00306394205424412,0.00419717673162249,0.012344449096992,0,0.00130825135090109,0.0782878834356218,0,0,0.0626542462023882,0,0,0,9999,0.240148526265083,0.992615142728687,0.229673077974487
"GTEX.XMK1.0001.SM.4B64F",0.0527629966158194,0.171870506231846,0.0674392720164853,0,0,0,0,0.00761170322437995,0.00762505573077131,0.00370508707264326,0,0.00369672288490115,0,0,0,0,0,0.0399631919129302,0,0,0.00356820525226921,0,9999,0.48951655127002,0.872865549488558,0.358242740942046
"GTEX.13OW7.0011.R4b.SM.5O9CX",0.00770254996945376,0,0.00823123625384549,0.0074148791142135,0,0,0,0.0066032620450118,0,0,2.43338507530918e-05,0.00523344983925401,0.00467318548213245,0,0.000389624250167109,0.00453159448973056,0,0,0,0.0002505765356548,0,0,9999,-0.0406376576999834,1.10260439661681,0.0450546918302166
"GTEX.146FQ.1726.SM.5QGPX",0.0263568007304977,0,0.0439531744211459,0.0342608086474321,0,0.0431315667172479,0,0.0244148485166102,0,0,0,0.0186483204017452,0.00908354527988191,0,0,0.0397945604802249,0,0,0.0355450364833819,0.00393496910545093,0,0,9999,0.0436896377242022,1.05815932847938,0.279123630783619
"GTEX.YEC3.2126.SM.5CVLR",0.00576681564835251,0,0.00487791983202713,0.000867578473083254,0,0.00202051646446861,0,0.00100432101411183,0,0,0.000542355693813726,0.00130985426443669,0.00377271061043767,0,0,0.00377861376141448,0,1.82500983283491e-05,0.00240226742819985,0,0,1.25109331368887e-05,9999,-0.0294084365544105,1.07674028005904,0.026373714221811
"GTEX.14BIL.2426.SM.5QGQR",0.01969183675453,0,0.00231057171992432,0.153453905178099,0,0.114253481534535,0.000358093799014579,0.00490444809553751,0,0,0.0240068372847709,0.00405040042733792,0.0365881054923657,0,0.00640241131983024,0.232952318390882,0,0,0.0085022191571356,0.0101078461624822,0,0,9999,0.295376842121345,0.971544599431019,0.617582475316445
"GTEX.13OVH.0011.R6b.SM.5LUAX",0.00407397389992116,0,0.0019707107170905,0,0,0.0200089887833002,0,0.0191053353843728,0,0,0.00405731878551541,0.00987439272349773,0.0204545354173577,0,0,0.0428487473213556,0,0,0,0.00433288370460342,0,0.000744462531495539,9999,0.00583767779272856,1.09474435878743,0.12747134926851
"GTEX.P4QS.0005.SM.2I3EY",0,0.000793136337239262,0,0,0.0028521493911982,0,0,0,0,0.00082384539403203,0.000440876202672099,0,0.00782302360462464,0.000208472585920751,0,0.000797258729852345,0,0,0.00121261562406403,0,0,0.0158182101431415,9999,0.385784301878597,1.02339881424298,0.0307695880127448
"GTEX.13NYS.0011.R9b.SM.5MR44",0.00227104942632001,0.000715333337289914,0.000655010466222003,0,0,0.0620304485910226,0,0.0060976030312876,0.00933165519837759,0,0.0365535091317927,0,0.0316323239580831,0,0.000356764316757566,0.0445861075763436,0,0,0.0130402698033002,0,0.000155740605496744,0.00465587790202391,9999,0.012906266068886,1.09099686214087,0.212081693344318
"GTEX.RU72.0011.R10A.SM.2TF6D",0.0144135543378077,0,0.0163661323584299,0,0.00570709087439484,0.000289710284137841,0,0,0,0,0.00327865069121448,0.00362784699444881,0.0084427516815797,0.000335580640677589,0,0.0036268629711743,0,0,0.000879428019506612,0,0,0.0045683530129782,9999,-0.0540645694386635,1.09706621402887,0.06153596186635
"GTEX.12BJ1.0926.SM.5EQ62",0.0160194922747821,0,0.000155908317661797,0.00217060505711684,0,0.0201003072175087,0,0.0222507329888542,0,0,0.00558482023050605,0.00973540721719552,0.00953275677896805,0.0112585886900892,0,0.0380334681226109,0.00111847393278321,0,0.0926130133950745,0,0,0,9999,0.232462270228069,1.00817105797354,0.228573574223151
"GTEX.13OVJ.2826.SM.5L3GW",0.0107491604508796,0,0,0.00180480438561753,0,0.0229316468203201,0,0.0276920960169592,0,0,0.00666425052574451,0.0114356465842108,0.0398763984545187,0,0,0.00294960171383148,0,0,0,0.0611628123372691,0.0026419999663813,0,9999,-0.018782386720115,1.15736166965091,0.187908417255732
"GTEX.13JUV.2426.SM.5J1NS",0.00687407772845335,0,0.00126281201403996,0,0,0.0512267442986375,0,0.0034300893797995,0.00733082836438762,0,0.0339787607239863,0,0.0236257177436742,0,0.00168744137308737,0.0590045941637149,0,0,0,0.0194529104744925,0,0.0152060303178219,9999,0.0260527983410329,1.08537097459393,0.223080006582095
"GTEX.11GSO.3026.SM.5Q5AL",0.00396113122779645,0,0,0.0150674720802448,0,0.0252877886706852,0,0.0265379069212769,0,0,0,0.00471718419250927,0.0106142269554814,0.00970582460401819,0,0,0,0,0.00960112561315434,0,0,0,9999,-0.0173577787263999,1.12403822060572,0.105492660265167
"GTEX.147F3.0826.SM.5NQA7",0.00534590823205777,0,0.0317708944422267,0.0239108986319446,0,0.0241142117277258,0,0.0021387997587538,0,0,0.00836292799384833,0.00313266191931328,0.0161915059688521,0,0,0.0439466384443335,0.0231958939052009,0,0.0535409904141278,0,0,0.00391450912910708,9999,0.0399360488841542,1.05523420501512,0.239565840567492
"GTEX.WHSE.0011.R1A.SM.3P5ZK",0.0150410676210963,0,0.0192789331263573,0.00671938947826284,0,0,0,0.021745489954778,0,0,0,0.0118356093738698,0.0259989515372044,0,0,0.000312056765710424,0,0.000589017110283739,0,0.0169490644928778,0.00680696912267134,0,9999,-0.0458162377206026,1.10489724807574,0.125276548583112
"GTEX.13RTJ.2126.SM.5S2PZ",0.0167250922522075,0,0.0122641163476725,0.0163953193528012,0,0.0312802767250085,0,0.0218174061495137,0,0,0,0.0181460876823501,0.0309332139295303,0,0.000376900891760982,0.0782704072369858,0,0,0,0.0100583707321387,0,0,9999,0.0694308870326021,1.06062855893284,0.236267191299969
"GTEX.YJ8O.0326.SM.5RQJW",0.0103149107409977,0,0,0.0122996687555617,0,0.0155012677760744,0,0.00186571069241312,0.00798170411058842,0,0.00452051839930655,0.0025196295305762,0.00369535461285989,0,0.00219041325443294,0.0209399038550498,0,0,0.0445442854271388,0,0,0,9999,0.118335392688106,1.05317825893436,0.126373367155
"GTEX.WFG7.0008.SM.4LMKB",0.00119771908405661,0,0,0,0.0110707668865821,0.00797620519400115,0,0,0,0,0.00219637653788447,0,0.000103264842259846,0.00573536278240615,0,0,0,0.01377867168706,0,0.0018981747658866,0,0,9999,-0.025448992015854,1.14673084139881,0.0439565417801369
"GTEX.REY6.0005.SM.2TF54",0.039592721027818,0,0,0.0434724355034363,0.0310466677428569,0,0.00534087262181808,0,0,0,0.118146240239796,0,0.0536008858251498,0.0370702268311419,0,0.0138795428262481,0,0.00910561221256958,0,0.0182312852931954,0,0.361281269454718,9999,0.619614878214845,0.797539997220102,0.730767759578749
"GTEX.13OVJ.0426.SM.5L3GX",0.0253587054093749,0,0.00404545010605025,0.0181766503509551,0,0.0270398739364351,0,0.00903853684021913,0,0,0.0119006244559214,0,0.0155512487755163,0,0.00371968659729626,0.146674355095366,0,0,0.022798689205703,0.00101792056360002,0.00588601941853031,0,9999,0.0874565571902585,1.06380068257415,0.291207760754968
"GTEX.OOBK.2025.SM.3LK5S",0.0135950314178562,0,0,0.024109853864738,0,0.0330455845514233,0,0.0475452946477829,0,0,0.0092888040691401,0.00662328655006974,0.00906366598829027,0,0.00313446652107879,0.0585907085288201,0,0,0.0389635419891858,0,0,0,9999,0.0748521723949977,1.05737413793836,0.243960238128385
"GTEX.T6MN.0011.R4A.SM.5CHSD",-4.19775844204513e-11,-2.53711147479451e-10,-2.70479988914449e-10,0,0,-1.82118665911672e-10,-7.40210925236613e-11,-2.86372246313253e-10,0,0,0,-2.49082185127077e-10,-1.13648132079941e-10,-2.13028894276876e-10,-6.67844073676972e-11,0,-1.34988856920899e-10,-1.62809393288989e-10,-2.58552249857178e-10,0,0,-8.64600741021369e-11,9999,0.0420929481659809,1.04976754533091,-2.39403491858373e-09
"GTEX.ZG7Y.0126.SM.4WWEX",0.000148903522419977,0,0.0167752165304881,0,0,0.104976107871454,0,0.00909106875457986,0.00132146486026483,0,0.0321309685946419,0.0120472597500239,0.103377599749143,0,0.00157020620208831,0.0560153605240167,0,0,0.0244819321550921,0,0,0.075423627957764,9999,0.143069603199058,1.04864658615789,0.437359716471976
"GTEX.QCQG.1426.SM.48U22",0,0.000478856229655983,0.00361387770055953,0.0108284501668361,0,0.0521957239482765,0,0.00764372979494504,0,0,0.0134081479325692,0.00577408670680059,0.0171718212158861,0.000932340377028075,0.000794287784438872,0.0289066668687803,7.49493234906715e-05,0,0.0211586078511541,0,0.00295333462676645,0,9999,0.0145056711559163,1.08595429411452,0.165934880527188
"GTEX.117YX.0726.SM.5GIET",0.00887623111067853,0,0.00949382758553774,0.0202902053708141,0,0.0736059234532062,0,0,0,0,0.0151238296773569,0,0.0886932003392259,0,0.00984150299335426,0.246249332562635,0,0,0.0179564233442564,0.0146138071777145,0,0.0117424743967923,9999,0.260533847652555,0.991906926336442,0.516486758011572
"GTEX.11P7K.1326.SM.5BC5G",0,0.0536694140541714,0.00741165308471707,0.0158850358241634,0,0.0257186415233605,0,0.0147513621792681,0,0,0.00730377056334225,0.00455073768920599,0.00449862036699385,0,0,0.0198540805948566,0,0.000643611454525075,0.0193393777545679,0,0,0,9999,-0.0154637223712595,1.08873176368258,0.173626305089172
"GTEX.ZUA1.3026.SM.59HJC",0.010251433771479,0,0,0.0114487224001828,0.00277646696830229,0.000856511279119413,0,0.016021878761079,0,0,0.00678167366606167,0.0114597910339899,0.0165085636552914,0,0,0.0260383151214175,0,0,0.00444870420381004,0,0,0,9999,-0.0677545063311047,1.1280726165748,0.106592060860733
"GTEX.ZP4G.0426.SM.4YCER",0.00520269274772743,0,0.000163282171229711,0.00467264999581087,0,0.00769783748236992,0,0.00253421490731674,0.000556047716245043,0,0.00483938810022092,0.00104801443137505,0.00481941792388145,0,7.64761497949584e-05,0.0168647567785777,0,0.000141464854051961,0.0117710339766687,0,0,0.00114868463107955,9999,-0.0385961513874149,1.09750291092245,0.06153596186635
"GTEX.147JS.1326.SM.5SI6D",0.0143902196512166,0,0.00340356237557046,0.0332499226335519,0,0.0119930184726549,0,0.0163780432268798,0,0,0.0070492193016835,0.00596150218656674,0.0229139897771478,0,0,0.0638986797629043,0,0,0.00857855566202463,0,0,0.00998336957995608,9999,-0.0079481792473024,1.09275023094338,0.197800082630157
"GTEX.R55D.0008.SM.48FEV",0.000377852119201029,0,0.00114634527950821,0.00547854103299918,0,0.0101973497724406,0,0,0,0,0.00225719552475766,0,0.0011715691591099,0.00584601213983122,0,0,0,0.00669806280646109,0,0.000891983621811286,0,0,9999,-0.0305524591615676,1.12887806739177,0.0340649114561202
"GTEX.RU72.0826.SM.46MUS",0.00721292717921197,0,0,0.00402700360507424,0,0.0383150823288116,0,0.0121486130545576,0,0,0,0.0189526144644753,0.00796673649428257,0,1.90246664892153e-06,0.083734196666053,0,0.000898634537579901,0.0681736141139008,0.00581987260968106,0,0,9999,0.171731423185832,1.029569047038,0.247251197520277
"GTEX.WOFL.0626.SM.3MJG3",0.0202111580476007,0,0.0125207442782084,0,0.0114850232950249,0,0,0.0120341697699112,0,0,0.0122917873475119,0.0121331728274356,0.0205123022359492,0,0,0.0368542164432287,0,0,0.0154154369222267,0,0,0.00807363553081387,9999,-0.0257608779610338,1.08702104724139,0.161531646697911
"GTEX.NL3G.2526.SM.4SOIE",0.0198261599203542,0,0,0.0406572935202651,0,0.0255874307946467,0,0.0101706074282316,0,0,0,0.018666392091634,0.00863523750714682,0,0,0.0317667651740634,0,0.00317415863183813,0.0321953166955705,0,0,0.00052729356236644,9999,-0.0226738022553046,1.10778251893978,0.191206655326117
"GTEX.ZEX8.1626.SM.4WKG7",0.00948853327386852,0.00202215235156847,0.0145106306979306,0.0602412952944015,0,0.0223286542183477,0,0.00915893142661705,0.00369415751155692,0,0,0.00702534838818871,0.00442917349580125,0,0.0025679500200464,0.0190616437900168,0,0,0.0333804416625465,0,0,0,9999,0.359235702718343,0.938133436057454,0.187908912130891
"GTEX.X8HC.1326.SM.46MWB",0.00756435194708509,0,0.000959042624308044,0.00841246074828576,0,0.0403829649836306,0,0.00689044718072058,0.00778391632725638,0,0.0365571771148238,0.00293675082593511,0.0220563902631272,0,0.0045565129088502,0.14786399253991,0,0,0.0634899166774712,0,0,0,9999,0.100466237634893,1.05501660268667,0.349453924141404
"GTEX.11XUK.0926.SM.5EQL3",0.00832072835893119,0,0,0.0201328816731712,0,0.0205363898922685,0,0,0,0,0.00134568097993461,0.00466511594176478,0.00695707749218021,0,0,0.0616952564437685,0,0,0.136786402991146,0,0,0,9999,0.519277516965072,0.857917422859124,0.260439533773165
"GTEX.12ZZY.0626.SM.5EQ5T",0.0038513712642277,0,0.00837491136619275,0.000969427427843592,0,0.0023677739047128,0,0.00728901755616618,0,0,0.00461509290888915,0.00306993147874275,0.00331970254136125,0,0,0.0107428328918157,0,0.000120719617504907,0,0.000922665542043248,0.000509395380796167,0,9999,-0.0342262337642528,1.08950806727774,0.0461528418802962
"GTEX.ZQUD.0326.SM.4YCEN",0.0069713027169656,0,7.9865235680344e-05,0.00870359475121379,0,0.0144989548822826,0,0.00177996950050882,0,0,0.0105033635139638,0.00339830763211999,0.00544637549658818,0,0,0.0427867079579834,0,0.000743848802613446,0.0501387708122179,0,0,0,9999,0.270858015442755,0.984938712017434,0.145051061302138
"GTEX.13OW5.1126.SM.5J1NR",0.00434497632118394,0,0.0010220335403985,7.16420745013656e-05,0,0.00159117230186405,0,0.00304909951874103,0,0,0.00371777203356609,0.000975312931123782,0.00890798610634644,0,0.00395818892187566,0.00594244341555346,0,0,0.000425505992851187,0,0,0.0121467087222907,9999,0.122820044887851,1.08260537790131,0.0461528418802962
"GTEX.11GSP.0011.R8b.SM.5NQ79",0.0434243133512681,0,0.0329613236971526,0.00667560927885604,0.000112483070538515,0,0,0.0270632956420022,0,0,0.0134341961860367,0.00410898837146924,0.0370348192229624,0,0,0.0349095891785118,0,0,0,0.00187740055106614,0.000595942559588204,0,9999,-0.022026239572067,1.08142775372435,0.202197961109452
"GTEX.11EQ9.1426.SM.5987G",0.00297036279629285,0,0,0.0156347960037608,0,0.0406856391291471,0,0,0,0,0,0,0.0882703766780641,0,0,0.0534462491480508,0,0.000457539519807967,0.128196132377119,0,0,0,9999,0.35847368177617,0.947897625541348,0.329661095652242
"GTEX.13NZ9.0926.SM.5KM12",0.00306063785961815,0,0,0.138508708825689,0,0.414439903408104,0,0,0,0,0.183439488585476,0.0688775346559199,0.291821009797603,0,0.0217344753922955,0.237902356040327,0,0,0.106599054512356,0,0,0.190791550469891,9999,0.407481189798806,0.915520831994232,1.65717471954728
"GTEX.YJ89.0011.R2b.SM.4RGLT",0.00461061627284272,0,0,0.0113039094698813,0,0.0073101079256941,0,0,0,0,0.00568544719693153,0.000423727953693968,0.0115153633490833,0,0.00206875349789566,0.0272611982509566,0,0,0,0,0.00234736585030959,0,9999,0.123436089193392,1.04733179016744,0.0725264897672888
"GTEX.Q2AH.0008.SM.48U2J",0,0,0,0,0.00136260330312269,0.0109222654246702,0,0,0,0,0.00339208270397424,0,0.000559598644773488,0.00433073361506188,0,0,0,0.00473016025631862,0,0.0032728868578414,0,0,9999,-0.0108620595142761,1.12145275220303,0.0285703308057626
"GTEX.Q2AG.0011.R10A.SM.2HMLA",0.0121548757986917,0,0.0162689871700257,0.0130895632085831,0,0,0,0.0247271281996018,0,0,0,0.0172719848767264,0.02645357013243,0.000453317793627901,0,0.00870566833683557,0,0,0.000652724000770782,0,0,0,9999,-0.0501612281641824,1.11533261169163,0.119777819517293
"GTEX.YECK.1226.SM.4W21G",0.00600269302911933,0,0,0.0049003716286654,0,0.00587355069072029,0,0.0187148160996947,0,0,0.00610962640985391,0.0079665725257688,0.00754809176167468,0,0.00507426079994605,0.0318904191122017,0,0,0,0.00262313750725063,0,0,9999,0.000723264787181715,1.09929126065243,0.0967035395648955
"GTEX.11WQC.0726.SM.5EQMR",0.00825414593140366,0,0.00294852888371388,0.0173689795743224,0,0,0,0.0121435888987296,0,0,0.0189828948454579,0.00684334839411509,0.00982917549802912,0,0.00396978388691498,0.0536969234540887,0,0,0.0151818898635975,0,0,0.00243182840802986,9999,-0.019352258501573,1.10241048516009,0.151651087638403
"GTEX.PWN1.0726.SM.48TDR",0.0112092927050272,0,0.00149981848364855,0.00843562518656231,0,0.0267106154623889,0,0.00409192892891522,0,0,0.003259070538005,0.00304306766047819,0.0144914111576688,0,0,0.0624407308154187,0,0,0.0494345791426702,0,0,0,9999,0.259829311894575,0.983158952054368,0.184616140080783
"GTEX.ZVT4.2626.SM.5N9GJ",0.0341803687788696,0,0,0.0179249601876303,0,0.0456667458474238,0,0,0,0,0.00159002741953334,0.0104627149526969,0.00980272501244415,0,0.00132204455743334,0.0563597700475384,0,0,0.0698243485857689,0,0,0.00231420268251366,9999,0.119412641930013,1.04262678517398,0.249447908071852
"GTEX.13112.2126.SM.5GCO4",0.00999611540213554,0,0.000303683816916898,0.00598821846762806,0,0.0147072899986242,0,0.0101262539145626,0.0167155159126931,0,0.00237559681029703,0,0.00278730517808125,0,0.00213814488776317,0.0688928320748642,0,0,0.0378412496644901,0,0,0.000650644741224488,9999,0.00217067053458085,1.09180574828412,0.172522850869281
"GTEX.UPJH.0526.SM.4IHK8",0.00622148087164183,0,0.00430110054510465,0.00328942534659966,0,0.00300863272692809,0,0.00295575768946988,0,0,0.00163435895120824,0.000778349900543829,0.00616001149325151,0,0.000588324599012123,0.00712603086319088,0,3.80425212147107e-05,0.00236052846196678,0,0,0,9999,-0.0291678180021883,1.0779424956725,0.0384620439701322
"GTEX.OHPK.2526.SM.3MJH9",0.0080852795329257,0,0.0543628709405882,0.0820782836040504,0,0.0971008194673437,0,0,0,0,0,0.0183110047462432,0.0116714077615546,0,0.00083582136372447,0.0301650177377257,0.0122054575818457,0.00508411311087941,0.0130202892738103,0.00113709786391051,0,0,9999,0.0752731529831766,1.06848453648664,0.334057462984602
"GTEX.111YS.0126.SM.5987T",0.0039398944760928,0,0.000886232875251633,0.0104406843496088,0,0.0137992075782438,0,0.000455029885963329,0.00130885236992048,0,0.0114538529323675,0,0.0107874192917775,0,0,0.0413667088094012,0,0,0.0163285630781944,0,0.000222156802590633,0,9999,0.113806748086931,1.04455539487926,0.110988602449412
"GTEX.131XE.0426.SM.5IJF4",0.146792421798379,0,0,0,0.025427469718688,0.0436593187514431,0,0.0834024242656138,0,0,0,0.0364893053484807,0.000264834464119806,0,0,0.0512299014992142,0,0,0,0.0160234590224985,0,0,9999,-0.0270020156144721,1.1308247268839,0.403289134868438
"GTEX.Y8DK.0008.SM.4RGM2",0.00151277567541394,0,0,0,0.00897424723231232,0.00520210531162619,0,0,0,0,0.00419725879183501,0,0.00136350373169513,0.00591017139682594,0,0,0,0.00904132631477102,0,6.19492514756861e-05,0,0,9999,-0.0272795694422024,1.1314274538169,0.0362633377059552
"GTEX.12126.0626.SM.5Q5AQ",0.0318867872878691,0,0.00391505491257534,0.011754421313512,0,0.0657276792778357,0,0.0155771967208791,0,0,0.0037938597446471,0.00640673944169404,0.0130333796909126,0,0,0.13857402813351,0,0.00085836635841748,0.0524301328090494,0,0,0,9999,0.0937167409093789,1.05042847709642,0.343957645690902
"GTEX.WHSB.0726.SM.4M1XQ",0.00631086896392596,0,0.00211487538646232,0.0102570661935772,0,0.00592442883289963,0,0.00386861322303503,0.00178778041483078,0,0.0001005725856923,0.00175814874143131,0.00865786912636135,0.00878919353671428,7.73327309069476e-05,0.0140964209510938,0,0,0.005486025675042,0,0,0,9999,-0.0342873445128199,1.09321123477004,0.0692291963619729
"GTEX.PSDG.1126.SM.2S1ON",0.00620329954688336,0,0.00192404887339295,0.129716253671972,0,0.155211184060281,0,0.0012565676931478,0,0,0.0315639400579708,0.0239710576377973,0.0824070560382496,0.136557564534392,0.0401028190040117,0.168696583411236,0,0,0.00802167034765062,0.103314069719589,0,0.0747720527658593,9999,0.311762171013905,0.962463125870744,0.963718167362434
"GTEX.YB5E.1726.SM.5IFJ3",0.00203600524347633,0,0.000953646626419998,0.00219102391293242,0,0.0157022312049681,0,0.00219938232473299,0,0,0.0113863196797526,0.00311484157595808,0.0126668786998719,0,0.00217946319780776,0.0513833766610937,0,0,0.0126703350182994,0,0,0,9999,0.00861551295352038,1.09698477388092,0.116483504145313
"K.562.SM.5GZZE",0.00302922158522052,0,0,7.43766791240535e-05,0.0035335998552437,0.00379132762914043,0,0.00262649062694138,0.00504003734304729,0,0,0.00450110133359434,0.00383096879668216,0,0,0.00764404065603462,0,0,0,0,0.0214651861682058,0.00160499294469115,9999,0.0721834775223359,1.08090055930362,0.0571413436179255
"GTEX.RVPV.0226.SM.2TF6W",0.00933671399532712,0,0,0,0,0.0220138207003263,0,0.0111510425282109,0,0,0,0.0056028061758361,0.0117441469911393,0,0.00276979664971792,0.0459684883677863,0,0,0.03088703733944,0,0,8.46087467043786e-05,9999,0.0552664017941979,1.06522651055192,0.139558461494488
"GTEX.WYVS.0126.SM.4ONDH",0.207174471191849,0.853509591119067,0,0.308558843949436,0,0.251576230450337,0,0.122632115155055,0.0341463359298011,0,0,0.225495954598761,0.166657967419868,0.00967343734998189,0.0128640910346051,0.10862011485274,0,0,0,0,0,0.0166396587191089,9999,0.60017150593535,0.804594261857265,2.31754881177061
"GTEX.U8XE.2526.SM.4E3IT",0.0329021747500116,0,0.0072913975186229,0.163835024035439,0,0.118875850003696,0,0.0469626791566305,0,0,0.0451158637402944,0.00319389842622549,0.0309102898819951,0.00144202210704669,0.0407751427204182,0.0816203800097217,0,0.00298317566411302,0.0350671194807058,0,0,0,9999,0.11411997439756,1.06021755047209,0.61097501749492
"GTEX.12WSJ.0926.SM.5P9JD",0.0104790317592545,0,0.00389062206938179,0.0112032162153432,0,0.0252571007838469,0,0,0,0,0.00820433758199008,0.00480756516959062,0.0674393593006017,0,0,0.0843484130999433,0,0,0.0425909754350033,0,0,0.00331075048322671,9999,0.148256176194407,1.0362224867938,0.261531371898182
"GTEX.1192W.0008.SM.5QGRE",0,0,0.000347572783968258,0,0.0109362696164191,0.00876028958093943,0,0,0,0,0.00327375388345778,0,0.000691088178010787,0.00239980876881212,0,0.000150169176263376,0,0.00150059173710312,0,0.00271004428777088,0,0,9999,0.0124956403976883,1.12920646259314,0.0307695880127448
"GTEX.ZV6S.0003.SM.4YCCT",0,0.126480352507081,0.0556171561617898,0.00258127628307175,0,0,0.00165388028883972,0.00314234112047671,0.00707163868565468,0,0,0.00642483300348387,0.00168141936389494,0,0,0.0015499758834557,0,0.0421690825703766,0,0,0.00108207241562364,0,9999,0.45096405830203,0.892992842574554,0.249454028283749
"GTEX.P4PP.0008.SM.48TDV",0.0013389397323858,0,0.00319018271471409,0.00173941532360714,0.00583384049016734,0.00704375454067234,0,0,0,0,0.00325302191301952,0,0.000672367254634991,0.0075509717582022,0,0,0,0.00302301445157262,0,0.00371753162101226,0,0,9999,0.0106339013170103,1.09095053090222,0.0373630397999883
"GTEX.SNOS.1126.SM.4DM67",0.106564393120527,0,0.00275096490400646,0,0,0.113163297324748,0,0.00880845471955148,0.0296059545994099,0,0.072869259255719,0,0.0269728475324534,0,0.00108611388088573,0.00457728165731844,0,0.00469746438474389,0,0.00582418586553225,0,0,9999,-0.0288616353382445,1.13692312685146,0.376920217244895
"GTEX.WL46.0011.R5A.SM.3LK6V",0.016693354931935,0,0.00933999607784043,0.019167849673265,0,0,0,0.0199963776173936,0,0,0.00530477011003308,0.010820381183218,0.0215348176491468,0,0,0.0390894894160916,0,0,0,0.00193282482056216,0.00117275612883838,0,9999,-0.0201186672017789,1.09459659862095,0.145052617608324
"GTEX.ZAB5.0526.SM.5CVMU",0.158311474785157,0.433915244219922,0.0145935413665684,0.336205066184471,0,0.0668702259669889,0,0.0782965053933002,0.0562069204687391,0,0,0.213078179354312,0.588385742751616,0,0.0109279912519946,0.209037443844675,0,0,0.0593540978257084,0,0,0.0714653446377801,9999,0.531132640097327,0.849913013615184,2.29664777805123
"GTEX.ZA64.0126.SM.5HL8Z",0,0,0,0.00480507353596663,0,0.0478458227031523,0,0.00668607821685107,0.00126949320727885,0,0.0277006430956814,0,0.0397765471147391,0,0.00644475790106767,0.114042702317316,0.000372868487257886,0,0.0160691206819018,0,0,0.00312255466640602,9999,0.261219588814541,0.985807341225367,0.268135661927618
"GTEX.11VI4.0001.SM.5S2OI",0,0.164379706041286,0.0667529308154171,0,0,0,0,0.00665377017310942,0.00352973788466851,0,0,0.00592082338948206,0.000380997331391174,0,0,0.00334851593172681,0,0.0569791195891378,0,0,0.00523435847801655,0,9999,0.42012299046932,0.909526293454535,0.313179959634236
"GTEX.145LT.0126.SM.5S2QJ",0.00376590764310897,0,0.00445562573446244,0.0375400630034423,0,0.0189667256429922,0,0,6.6384483823111e-05,0,0.00591372993993754,0,0.0273816109697465,0,0,0.0472385490632087,0,0.000213465410570388,0.0179248633468949,0,0,0.00356484739848779,9999,0.0980790746365812,1.04913343132369,0.167031772636675
"GTEX.12WSC.1726.SM.5GCN3",0.0335634755456473,0,0,0.0468617495586698,0,0.0570797514090283,0,0,0,0,0.0200922809824784,0.00695056086343998,0.0539860226653536,0,0.0039877087113797,0.209225942302558,0,0,0.102293887690393,0,0,0,9999,0.246197765189576,0.988593070183452,0.534041379728948
"GTEX.YB5K.0626.SM.5LUB5",0.0140373167496903,0,0,0.0163969735194014,0,0.018227163631717,0,0.00699712840179056,0,0,0.00284452720729684,0.00220445728169654,0.0105501436484663,0,0.00832841582551815,0.0889060200584994,0,0,0.0732609175593863,0,0,0,9999,0.184569376174559,1.02248778313291,0.241753063883463
"GTEX.145MG.0011.R7b.SM.5P9JY",0.0097512073632277,0,0.00862923714831229,0.0175936293072535,0,0,0,0.00643723962434854,0,0,0.00452360307083925,0.0039020454601978,0.00635337992504064,0,0,0.00449330790298178,0,0,0.00139628247717861,0,0,0.00065600256060723,9999,-0.00732965749666824,1.10319048808608,0.0637359348399874
