"","mRNAProportions.Bcells","mRNAProportions.CAFs","mRNAProportions.CD4_Tcells","mRNAProportions.CD8_Tcells","mRNAProportions.Endothelial","mRNAProportions.Macrophages","mRNAProportions.NKcells","mRNAProportions.otherCells","cellFractions.Bcells","cellFractions.CAFs","cellFractions.CD4_Tcells","cellFractions.CD8_Tcells","cellFractions.Endothelial","cellFractions.Macrophages","cellFractions.NKcells","cellFractions.otherCells","fit.gof.convergeCode","fit.gof.convergeMessage","fit.gof.RMSE_weighted","fit.gof.Root_mean_squared_geneExpr_weighted","fit.gof.spearmanR","fit.gof.spearmanP","fit.gof.pearsonR","fit.gof.pearsonP","fit.gof.regline_a_x","fit.gof.regline_b","fit.gof.regline_a_x_through0","fit.gof.sum_mRNAProportions"
"GTEX.1212Z.2026.SM.5N9EA",0.00178676052840343,0.017006706832627,0.0389678140654168,0.0178706310938907,0.0904474844450957,0.00487665671862195,1.69108493670827e-08,0.829043929405095,0.00178467355878513,0.0170547900526176,0.0395526195623572,0.0181388227681775,0.0907032074569035,0.00137797817283765,1.54309932378269e-08,0.831387892997328,0,"",135.048410750343,144.449964417475,0.539011510500901,1.74876837735522e-08,0.290808746485983,0.00424987309661854,0.113551588015239,12.7697187471033,0.167849549303101,0.170956070594905
"GTEX.ZAB4.1826.SM.5HL8O",0.000769809996379419,0.0205306582954526,0.0606765027359385,0.0328810264837888,0.117016646934129,0.0157842866217995,1.44127853058553e-08,0.752341054519727,0.00077464713467811,0.0207423023333205,0.0620465562123547,0.0336234681640271,0.118222934394496,0.00449337892957464,1.3249647073251e-08,0.760096699581902,0,"",118.087928570959,134.897658152734,0.557224446591453,4.49513744142511e-09,0.390781597943378,9.02820428588556e-05,0.229712209788466,13.8492445651381,0.315912481631861,0.247658945480273
"GTEX.S32W.0626.SM.2XCBG",0.00249939091049804,0.00336512650081461,0.0375560881142021,0.0206221292188599,0.121133501351507,0.00561993102919201,8.89133091431868e-11,0.809203832786013,0.00249777511102147,0.0033764028270266,0.0381396115301081,0.0209425431887188,0.121539412058314,0.00158883151954468,8.11749335963379e-11,0.811915423684091,0,"",45.3178806486941,56.2271912287527,0.455005910451705,3.61322169460459e-06,0.476880979151689,1.03097530702039e-06,0.363386963143395,7.24240466720366,0.456190819064049,0.190796167213987
"GTEX.ZA64.2026.SM.5PNXT",0.00221889869854231,0.00112661098673836,0.0395323608653277,0.0288486841403722,0.0335587631658845,0.00594480049761378,2.51449066119511e-08,0.888769856500615,0.00221770520192612,0.00113050902759466,0.0401509531077189,0.0293001009498367,0.0336748754987548,0.00168085920889583,2.29589692891509e-08,0.891844974046304,0,"",332.124619913254,332.413597731392,0.226024696204773,0.0276344162427462,-0.0573620660874326,0.580845751448045,-0.00308878706394256,6.64981088088386,0.00334786754431327,0.111230143499385
"GTEX.WYBS.0626.SM.3NMAS",0.0181128865816212,0.0712504695895203,0.12825958599343,0.0396546772317427,0.0927786015495543,0.00662584857886753,4.66880513969711e-08,0.643317883787213,0.0180912273210152,0.0714499298612378,0.130180808655402,0.0402486715438302,0.0930383281896909,0.00187218854272566,4.26012293418464e-08,0.645118803284869,1,"",203.976363773061,280.184403427855,0.508113593890664,1.46955476165841e-07,0.619866751413497,2.11344402260521e-11,0.372078296731249,19.0902817331952,0.401029262630183,0.356682116212787
"GTEX.N7MS.0008.SM.4E3JI",1.98861721248061e-06,0.138459987092931,0.15711443583274,2.45594606214219e-07,0.0109868814184672,0.000467137062737716,1.191253227099e-07,0.692969205255982,1.97758419957639e-06,0.138242566821897,0.158772998932406,2.48187201536125e-07,0.0109696289920734,0.000131418295022989,1.08224079327614e-07,0.69188105296312,1,"",285.597235928244,466.493316367842,0.497367206125852,2.93646788349742e-07,0.718821293993792,2.35312001131087e-16,0.635517596772708,38.238359994761,0.659434828660361,0.307030794744018
"GTEX.P4PP.1526.SM.3P61M",0.00158859546007108,0.00789046319324737,0.0314803382556994,0.00901215133300674,0.0198876699449538,0.00609005980576688,3.56909688549788e-11,0.924050721971564,0.00158844318938709,0.0079212657009242,0.0319870749726245,0.00915721927801501,0.0199653067187591,0.0017226920155445,3.26026369255634e-11,0.927657998092143,0,"",20.9514624852096,31.0880083763235,0.489523950014384,4.7955973492124e-07,0.698169328402556,3.72391334255803e-15,0.600325883916709,1.94572447095369,0.649328290529045,0.0759492780284362
"GTEX.12696.1726.SM.5EQLH",0.000579058085243101,0.00210840201093402,0.0179967152869626,0.00450024566471647,0.013461411400854,0.00132133385491301,2.91312485881094e-10,0.960032833405064,0.000577142433613409,0.00210983266071393,0.0182276588091626,0.00455799523556888,0.0134705456006689,0.000372564227102423,2.65250368592794e-10,0.96068426076792,1,"",8.67290610704486,11.3752770781029,0.466561442308648,1.8831170480666e-06,0.517752175371941,7.73766380502534e-08,0.397841099631036,1.40403382974305,0.507940132293983,0.0399671665949357
"GTEX.145MH.0426.SM.5LU8T",7.35933316273961e-05,0.0235930314338023,0.0239174292602497,0.0483992326422542,0.18102767843848,0.00447862284597673,0.00071602915089205,0.717794382896718,7.3476705759975e-05,0.0236498653216837,0.0242662394724483,0.0491050838616514,0.181463760881241,0.00126497929585486,0.000653097372856224,0.719523497088504,0,"",151.898802980352,171.019544543525,0.682372703829922,2.6422321172703e-14,0.39820204372697,6.4311348018021e-05,0.185015288380165,16.7466768798087,0.242350566884693,0.282205617103282
"GTEX.ZLWG.0126.SM.4WWC5",0.00316824143556721,0.0153310225253477,0.10058271306534,0.0201148278004934,0.0183727186989216,0.274572354152887,1.27917063291374e-08,0.567858109529737,0.00392369328949962,0.0190625772539577,0.126583440731787,0.0253145300530898,0.0228446190711917,0.0961969500820194,1.44724241776413e-08,0.706074175046031,0,"",621.402868211581,664.906062445026,0.527795957440448,3.88147615163849e-08,0.310376194189578,0.0022052572856312,0.102374411274693,54.4574138017668,0.11938035654269,0.432141890470263
"GTEX.14753.1626.SM.5NQ9L",2.85220088613164e-06,4.34668372047792e-05,0.0201703813141176,1.36800335769596e-05,7.09866036870465e-06,0.313456779356769,0.000435609184728551,0.665870132412348,3.66525780441016e-06,5.60810543649948e-05,0.0263399710554503,1.78643964555346e-05,9.15871463526193e-06,0.113954058483527,0.000511396163077883,0.859107804874685,0,"",1040.72986304363,1073.81763677868,0.195626991854165,0.0574469259612955,0.211092109656192,0.0400304678883358,0.0453559860242673,53.0997435433951,0.0531025787797443,0.334129867587652
"GTEX.P44H.0011.R10A.SM.2XCEK",0.00769380535623944,0.00107212582240454,0.17254112378361,0.0596970443221633,0.0535063089802171,0.00781869421402141,3.02682521259792e-10,0.697670897218662,0.00768486687994534,0.00107516377366076,0.175131611713814,0.06059332034839,0.0536579232359183,0.00220931222526446,2.76196720238847e-10,0.69964780154681,0,"",81.2806411572599,88.2616987998761,0.168326224350377,0.102979160278464,0.14502917991576,0.160830957856555,0.0678099937563864,13.368106290636,0.17281244076771,0.302329102781338
"GTEX.ZDYS.0926.SM.4WWCS",0.00191226740914521,0.0167488295388814,0.0467288188105053,0.0349357595563154,0.0728754015681467,0.0262549236102187,2.02266690387816e-08,0.800543979280118,0.00193930976675695,0.0170536260908736,0.0481570785702298,0.036003566122367,0.074201594008726,0.00753246346280565,1.87395410325208e-08,0.8151123432387,0,"",211.615519594671,218.640197966689,0.488789190831448,5.01796549795084e-07,0.171950413074263,0.0956708956176191,0.0547346721839277,18.3683676084068,0.113489754378221,0.199456020719882
"GTEX.XMK1.0001.SM.4B64F",0.275897855444198,8.94062800264235e-05,1.12309607663092e-07,4.37560015409555e-08,0.00131273972157051,0.000721769317858569,1.47956678052857e-06,0.721976593603957,0.275243929169446,8.95511489581739e-05,1.13857882454413e-07,4.43592118589729e-08,0.00131486681153639,0.000203702122417891,1.34846604888339e-06,0.723146444064499,0,"",103.882464500889,168.246150906432,0.570374601510421,1.60023523129019e-09,0.809114414303851,3.42186541108708e-23,0.657053722755276,2.98297890722076,0.664711076252638,0.278023406396043
"GTEX.13OW7.0011.R4b.SM.5O9CX",0.00141040783813405,0.00190437849117991,0.0630142791317269,0.0171442520048193,0.0649739782121852,0.0512361772686598,3.08429620622046e-10,0.800316526744865,0.00145699487636294,0.00197515095123668,0.0661498787278332,0.0179973524512987,0.0673886076038993,0.01497330754003,2.91075338895435e-10,0.830058707558264,0,"",191.077203082711,197.101769691968,0.25326641885743,0.0132724755206447,0.192118327956519,0.0621584718905487,0.0420342032050254,16.3937302104098,0.0618743386356738,0.199683473255135
"GTEX.146FQ.1726.SM.5QGPX",0.00364966252136919,0.0173527253917582,0.106641873093395,0.0245846832322742,0.0545615294603986,0.003463713756477,3.1103737673411e-09,0.789745809433954,0.00363842732897654,0.0173685036486627,0.108035262152794,0.0249059081662608,0.0546111404471167,0.00097685635287794,2.83275880519601e-09,0.790463899070553,0,"",90.6682999079973,104.253659519187,0.460526822531754,2.65438971324672e-06,0.39740629807792,6.67194966195853e-05,0.22883958859067,11.3529162634148,0.30563139295377,0.210254190566046
"GTEX.YEC3.2126.SM.5CVLR",0.00184891490664805,0.000921149383673884,0.0303383570992191,0.017501131447401,0.050300793588022,0.00166155590951914,5.69543817380141e-08,0.897428040711135,0.00184269063643237,0.000921720578540354,0.0307258801513209,0.0177246798699985,0.0503319845713588,0.00046846610947925,5.18559586352109e-08,0.897984526226911,0,"",168.601120596777,169.232696363334,0.340821607962482,0.000725574754120619,0.0272556371073742,0.793177286523972,0.00342613595309618,5.91185830530404,0.0164077122954563,0.102571959288865
"GTEX.14BIL.2426.SM.5QGQR",0.00142615200915718,0.041239225575252,0.0574722016356353,0.0360352479380516,0.365537105087106,0.0611978774468927,0.00125186112138965,0.435840329186516,0.00148419696805795,0.0430893493144665,0.0607799480480446,0.0381092151551603,0.381936270353955,0.018017303531168,0.00119019437736407,0.455393522251784,0,"",228.615321753679,275.643537334791,0.756351572744491,7.82333008929872e-19,0.443921809369505,6.60442432187367e-06,0.221257973507548,37.4523580571403,0.291064671253323,0.564159670813484
"GTEX.13OVH.0011.R6b.SM.5LUAX",0.00342416451371406,0.00233807493943621,0.0805125769851091,0.0280909837535943,0.069770326444843,0.0596642392906738,1.86669114616549e-09,0.756199632205938,0.00355836259115875,0.00243942638852789,0.0850229312027371,0.0296646544991447,0.0727947477623604,0.0175403154268428,1.7721646354264e-09,0.788979560357064,0,"",132.247550188978,143.827814666517,0.326773050507393,0.00122910838931009,0.321868795331565,0.00146893075202696,0.114751004589365,17.5088914869678,0.154158403859262,0.243800367794062
"GTEX.P4QS.0005.SM.2I3EY",0.000367082608827221,4.26704999439755e-07,0.00873988147314769,0.00508836975655922,0.00132156837100257,0.0073464494117719,7.67116304066899e-05,0.977059510043285,0.000367500578161383,4.2889961972718e-07,0.00889153061735928,0.00517666007507042,0.00132836543398994,0.00208065187876827,7.01603021568264e-05,0.982084702214874,0,"",16.765096311658,17.9943774415332,0.413757814071195,3.07556193931331e-05,0.220676004071609,0.0316361835688211,0.0735523253550315,1.80047029304172,0.0973657412320905,0.0229404899567147
"GTEX.13NYS.0011.R9b.SM.5MR44",0.000789029763655336,0.000646123193196904,0.0347810476021717,0.0280584731614557,0.128165995092453,0.044638839358279,8.15717574785459e-10,0.762920491013071,0.000811280001562056,0.000667000912676217,0.03634099480878,0.029316909575751,0.132307331791865,0.0129842835856038,7.66219542283764e-10,0.787572198557543,0,"",121.455948698472,131.764156555061,0.503844473204333,1.94023145661704e-07,0.433746063015076,1.1281605200813e-05,0.191456120377588,13.6361634967363,0.243960299606523,0.237079508986929
"GTEX.RU72.0011.R10A.SM.2TF6D",0.00449209891941304,0.00213257606306598,0.126150392253507,0.0377695938356324,0.0713005772099175,0.00329104916803916,1.35135174127715e-10,0.75486371241529,0.00447595085451088,0.00213340958120508,0.127732488037193,0.0382432754000845,0.0713284450667608,0.000927679762135163,1.23010001601689e-10,0.755158751175101,0,"",63.4568674038296,69.6794141207585,0.160469907745855,0.120316333346503,0.221603272467367,0.0309093094117592,0.108111040698968,10.7015342306036,0.22106816022101,0.24513628758471
"GTEX.12BJ1.0926.SM.5EQ62",0.0130556643194139,0.0188327179022928,0.14106105965527,0.0320211979690879,0.0680691728645393,0.0198140696912245,1.05850130375097e-09,0.70714611653967,0.0131639986767218,0.0190649455247491,0.144534912857709,0.0328097709557269,0.0689085388158011,0.00565184514916777,9.75026169953416e-10,0.715865987045099,0,"",129.457135440146,143.286226980556,0.366793125016447,0.000256162848090489,0.272804247598641,0.00747957324591759,0.113865053583105,19.9596321479887,0.195848324304114,0.29285388346033
"GTEX.13OVJ.2826.SM.5L3GW",0.00133141163034609,0.00169106538664679,0.0679574243341929,0.0195271540850517,0.147211771331692,0.0113789762127649,9.50517499308725e-10,0.750902196068788,0.00133561069458309,0.00170318433760253,0.0692757474061807,0.019905966231227,0.148266758472322,0.00322922603002947,8.71091304919454e-10,0.756283505956964,0,"",72.9361389343501,83.5544495377797,0.431677149379333,1.25528447825315e-05,0.507247102541331,1.55528744637069e-07,0.244142855140966,10.3639981441204,0.299812060509624,0.249097803931212
"GTEX.13JUV.2426.SM.5J1NS",0.00221589918853221,0.0375016582422022,0.0695789904847768,0.0241359892422496,0.0500192163806552,0.00656999504580389,6.75156629217797e-09,0.809978244664214,0.00221502141643435,0.0376367501258734,0.0706777674612575,0.0245171397748916,0.0501994001505829,0.00185789294996465,6.16550263717394e-09,0.812896021955493,0,"",250.573392306398,270.344742409293,0.524035838058347,5.03849529303749e-08,0.427462111561069,1.55697645947659e-05,0.217567895307683,14.3689992469377,0.254479449404065,0.190021755335786
"GTEX.11GSO.3026.SM.5Q5AL",0.00481736741211209,0.000372203180235753,0.122876496177551,0.0334144668569144,0.0358279854190302,0.00252149733985073,9.28176018599091e-10,0.80016998268613,0.00479784816326843,0.000372177849156273,0.124360459064901,0.0338180088707151,0.0358255470692405,0.000710432723015924,8.44506687538659e-10,0.800115525415196,1,"",44.4674674021032,49.8668519740729,0.203517405457848,0.0479132481585926,0.267143917707434,0.00886874104895844,0.156282875733546,7.65672528882095,0.263057518736079,0.19983001731387
"GTEX.147F3.0826.SM.5NQA7",2.4695487357801e-07,0.00400110578830313,0.152484821545943,0.0412937475933362,0.0500732496911667,0.00513940414130796,8.59843166491519e-10,0.747007423425226,2.46300463765473e-07,0.00400646520452722,0.154543595635625,0.0418512752000129,0.0501403219959212,0.00145006714276967,7.83434861190978e-10,0.748008027737246,1,"",65.199613680151,72.0218270846644,0.346110102185016,0.000591163706273167,0.183917583895628,0.0744028272884462,0.0826305641184897,11.6372687247712,0.190496363004752,0.252992576574774
"GTEX.WHSE.0011.R1A.SM.3P5ZK",0.00498359898639012,0.000740289262103225,0.122664177499894,0.0385198207015417,0.04861571494292,0.0131954114324223,3.41862668420085e-10,0.771280986832866,0.0050014524682813,0.00074591307478167,0.125097196297378,0.0392838534432332,0.0489850377037161,0.00374630995625624,3.13430139205598e-10,0.777140236742923,0,"",68.0449103636671,73.3446601421044,0.217151656496157,0.0345318026898751,0.162776379246536,0.115008330959678,0.0722507770237282,11.0433468060335,0.183262526914568,0.228719013167134
"GTEX.13RTJ.2126.SM.5S2PZ",0.00241096027742799,0.0190995643118053,0.0521743378503341,0.0215633960865207,0.0603017668066228,0.0128059067724489,5.99250795536861e-09,0.831644061902332,0.00242148123810202,0.0192596427316684,0.0532506321418554,0.0220082232001931,0.0608071716099875,0.00363855632863292,5.49839192385234e-09,0.838614287251169,0,"",227.050629548005,233.688230484309,0.509244386775734,1.36441628508694e-07,0.154995667984398,0.133668494753554,0.0429736299836255,16.5180288373027,0.0802055175294606,0.168355938097668
"GTEX.YJ8O.0326.SM.5RQJW",0.00232409150822431,0.0339969357223497,0.0448320620057677,0.0261574551495323,0.114512210427699,0.00328990790071349,1.43426046557103e-09,0.774887335851453,0.00231833274779382,0.0340483470497525,0.0454452009931399,0.026515193670695,0.114685379703601,0.000928397580110298,1.30703312396346e-09,0.776059146947874,0,"",227.720026812968,246.927995492427,0.576484290364889,9.7497377062795e-10,0.349349808898001,0.000520512411261311,0.145499915122767,18.5559494676463,0.185907624746086,0.225112664148547
"GTEX.WFG7.0008.SM.4LMKB",0.000404995993721397,0.19215034639036,0.0838047819803274,0.0222182172539865,0.00941384108235473,0.00189669297337724,3.55947933113638e-08,0.690111088731079,0.000403413184070154,0.192164979891841,0.084829113624279,0.0224897867571538,0.00941455800772075,0.000534470954891928,3.2390813545871e-08,0.69016364518923,0,"",627.216053119923,808.500818231901,0.513990380593547,9.96228466520815e-08,0.618538240212552,2.3975102889691e-11,0.451393240747923,49.4669975930329,0.472362869152589,0.309888911268921
"GTEX.REY6.0005.SM.2TF54",0.0156352627608287,3.8246923109568e-09,0.0642789415952623,0.0173382582420275,0.00221393766625705,0.0162107831201086,0.0165340893617747,0.867788723429049,0.0157653633404339,3.87194353746694e-09,0.0658634211247605,0.0177656472839104,0.00224128921813169,0.00462413504612948,0.0152305329648185,0.878509607149872,0,"",18.3088678812271,44.8351495468603,0.806050385860597,6.65596310840231e-23,0.906266313487941,1.5134649619188e-36,0.855770573083836,1.2684332321504,0.868533039450078,0.132211276570951
"GTEX.13OVJ.0426.SM.5L3GX",0.00238470522759051,0.0123304436634064,0.0517736128209089,0.0164336452086721,0.15790888241967,0.0179751900424389,1.97261752073417e-09,0.741193518644696,0.00240427547184032,0.0124813608178895,0.0530438162464144,0.0168368249618371,0.159841591400215,0.00512685135818188,1.81688913847908e-09,0.750265277926733,0,"",95.0857117190978,109.8504988883,0.570255714353286,1.61557707124869e-09,0.426137458172266,1.66503015885707e-05,0.245957218120606,12.8605835373766,0.334276840421715,0.258806481355304
"GTEX.OOBK.2025.SM.3LK5S",0.0021137414699301,0.0263655874045013,0.0688828596637233,0.0213726948854446,0.0435803764380503,0.0104888165802624,1.80290304645029e-09,0.827195921755185,0.00211897824990704,0.0265366315981116,0.0701717920459839,0.0217726196079156,0.0438630999075,0.00297460179248235,1.65113667449775e-09,0.832562275146963,0,"",193.58668487415,206.75302534078,0.489818058622447,4.70923496490129e-07,0.330613333453946,0.00106678702333212,0.15571203484743,15.3346293545536,0.202030202615647,0.172804078244815
"GTEX.T6MN.0011.R4A.SM.5CHSD",1.598668435269e-06,9.69328650902903e-05,1.70260818063345e-07,3.96309169288166e-07,0.0267012360495119,1.87372019856438e-06,1.04272744501162e-09,0.973197791084049,1.59230138050993e-06,9.69329954985804e-05,1.72328995063906e-07,4.01123180628863e-07,0.0267012719719261,5.27957937268886e-07,9.48797859728234e-10,0.973199100372284,1,"",81.695725724284,81.9651618152565,0.139164632467565,0.178622799559124,0.0350588084260331,0.73589749939813,0.00333352859510469,1.77684120341404,0.00660513274267996,0.0268022089159508
"GTEX.ZG7Y.0126.SM.4WWEX",0.00212694489579843,0.0371539369357898,0.0960631345432963,0.0251034923871534,0.063846429107731,0.034375744158001,5.33797723721803e-09,0.741330312634253,0.00216884575631861,0.0380374137794302,0.0995419055629308,0.0260125747549443,0.0653646219647434,0.00991635921408739,4.97261878656764e-09,0.758958273994926,0,"",213.887341119867,238.68901310461,0.610226906931382,5.20767064370669e-11,0.44694371658039,5.61470895392317e-06,0.242500901173059,18.9460577258244,0.297691568545961,0.258669687365747
"GTEX.QCQG.1426.SM.48U22",0.00167376215690538,0.0552288448445748,0.0678065803351898,0.016005647714711,0.0382870618260277,0.0113834419316771,1.62784913058461e-09,0.809614659563065,0.00167912410365451,0.0556273951766532,0.0691254007396706,0.0163169534123106,0.0385633544272582,0.00323065335651847,1.49189831625617e-09,0.815457117292036,0,"",174.663547077472,228.992676165931,0.586442695022273,4.25225921937315e-10,0.632704311002942,6.05569986741457e-12,0.493073812077015,11.7170020193992,0.521600305320125,0.190385340436935
"GTEX.117YX.0726.SM.5GIET",0.00138076415210816,0.0387466381386572,0.0384414834731562,0.0480067171825044,0.0882102352015752,0.157593512047866,1.1019461528503e-08,0.627620638784671,0.00154897087194561,0.0436406778275971,0.0438228537001018,0.05472711127759,0.099351960336601,0.0500137933547306,1.12932811769649e-08,0.706894621338153,0,"",260.488509347586,311.682812763402,0.705718495123876,1.39500553450259e-15,0.434328001335112,1.09464423017759e-05,0.215876899604561,35.6006912897568,0.267453061970337,0.372379361215329
"GTEX.11P7K.1326.SM.5BC5G",0.00395325378860128,0.00156452297203064,0.142653040006815,0.052136092794821,0.0314307164549931,0.00117652335180656,2.98842904899335e-11,0.767085850601048,0.00393158636271031,0.00156217175520412,0.144168680469549,0.0526900212060548,0.0313834813355863,0.000331010209532792,2.71513916201757e-11,0.765933048634212,0,"",68.3062040912714,73.3065642914436,0.364516987316963,0.000281640756714467,0.148829924203805,0.150025558596714,0.0523778099754148,9.73555066604527,0.108822697873728,0.232914149398952
"GTEX.ZUA1.3026.SM.59HJC",0.00698127186937656,0.00141224076831097,0.163313035274297,0.053342356990576,0.0449270398516377,0.00533112340692072,1.58791054212822e-09,0.72469293025097,0.00696198889170772,0.0014139733768089,0.165499388640699,0.0540564778296275,0.0449821586194713,0.00150399095494863,1.446641193086e-09,0.725582020240096,0,"",72.7219523518957,79.1165341282479,0.174026579002327,0.0916720904538393,0.143347372903978,0.165792766158212,0.0632518605304368,12.0655052691086,0.155618649778661,0.27530706974903
"GTEX.ZP4G.0426.SM.4YCER",0.000484049219741043,0.00137176397181974,0.0222573151449211,0.00647846353880079,0.0069311096399011,0.00241187869688392,2.69165643996421e-11,0.960065419761016,0.000482789494746596,0.00137366676918026,0.0225588953936735,0.00656624486520264,0.00694072390109995,0.000680536561070688,2.45258424279507e-11,0.9613971429905,0,"",11.9792317516403,13.3730172865922,0.349728077070492,0.000512788757416708,0.185994216768121,0.0711325874858867,0.0884986735002774,2.25893909939126,0.222864674616001,0.0399345802389843
"GTEX.147JS.1326.SM.5SI6D",0.00145562211254709,0.0263145834752631,0.0402160923393016,0.0221024008372073,0.0814818702159972,0.0052110733956304,2.23714867211498e-08,0.823218335252567,0.00145417319605558,0.0263935436757611,0.0408266859885235,0.0224379775876756,0.08172636676352,0.00147272749321579,2.0417302244251e-08,0.825688504877946,0,"",214.273303595235,226.581442988777,0.556874492785218,4.61758742096925e-09,0.283337952520631,0.00539689463816637,0.0958375800173391,17.266832144895,0.127308553680432,0.176781664747433
"GTEX.R55D.0008.SM.48FEV",0.000110205857674425,0.154933945951619,0.0535270172997463,0.0192598961665717,0.0200158613038156,0.00116225660628618,1.08040385032752e-09,0.750990815733883,0.000109761429293601,0.154926378683086,0.0541744969012526,0.0194928699156068,0.0200148836910885,0.000327472482238223,9.83031011236616e-10,0.750954135914404,0,"",313.736132482476,518.213966611164,0.547992265645383,9.04085709597083e-09,0.759406861457699,4.69855975585389e-19,0.688082892349504,30.4903419190248,0.708452856267695,0.249009184266117
"GTEX.RU72.0826.SM.46MUS",0.00272539884362794,0.0217714008469754,0.052875414989643,0.0274099600318644,0.100452760640281,0.00845396973713168,2.71768264459377e-08,0.78631106773365,0.00272847673984207,0.0218831720676077,0.0537923782557816,0.0278853024283349,0.100968470573306,0.00239430013921853,2.48556399810584e-08,0.79034787494027,0,"",175.965783639259,187.601131675791,0.507380992812162,1.54173624018261e-07,0.293633106074889,0.00387644391195886,0.127424953984036,16.0316721083176,0.189477214365943,0.21368893226635
"GTEX.WOFL.0626.SM.3MJG3",0.00197905129755006,0.0056692065891999,0.0291931987945854,0.0125951200759131,0.209362356214632,0.00417670475382385,0.000144628816421036,0.736879733457874,0.00197613304734319,0.0056834903334898,0.0296222186002353,0.0127802164747397,0.209889851255261,0.00117983321859749,0.000131931950202346,0.738736325120131,0,"",59.8028387020479,81.4402431543076,0.575455424739124,1.06057230994404e-09,0.658257603255283,4.19913691377241e-13,0.509626415547723,6.7412704560972,0.556821901250259,0.263120266542126
"GTEX.NL3G.2526.SM.4SOIE",7.18556720488077e-05,0.0574917047113471,0.126033481781435,0.0511450537610098,0.0398544773819082,0.00142878143661827,1.03799827796238e-09,0.723974644217634,7.14889347286371e-05,0.0574270713889765,0.127420842535134,0.051708052095507,0.0398096721826631,0.000402134452521504,9.43431610166178e-10,0.723160737467038,0,"",245.340710287989,290.067754985347,0.608216325472791,6.26143087638686e-11,0.525848443649233,4.4448090579921e-08,0.322823206172922,18.5229868969967,0.355205834573284,0.276025355782366
"GTEX.ZEX8.1626.SM.4WKG7",0.00580283280264507,0.00781726487450618,0.0194010008907573,0.0100586148612372,0.0202523353749504,0.004732725931265,1.76268174511803e-10,0.931935225088371,0.00579748031267266,0.00784129450446891,0.0196970019974915,0.0102120791669142,0.020314589389974,0.0013376370645083,1.60882628205798e-10,0.934799917403088,0,"",44.6861929079238,49.9593775363053,0.507385801176243,1.54125167456459e-07,0.401253372573487,5.58073504222337e-05,0.20385075000563,5.06676070697657,0.267786039146703,0.0680647749116293
"GTEX.X8HC.1326.SM.46MWB",0.00344626550264062,0.0510468725544587,0.0607424847486035,0.0293871885423913,0.226572033321304,0.0168662317686236,1.07699609295598e-08,0.611938912792017,0.00347082859866735,0.051616349575731,0.0621661190898137,0.0300759422371688,0.229099662540935,0.0048054073897194,9.90910847602994e-09,0.618765680658856,0,"",180.174434902402,233.734882363186,0.61802707335038,2.51631805892708e-11,0.608579810717048,6.05685031292079e-11,0.436379775387625,15.1753253403906,0.480859685306271,0.388061087207983
"GTEX.11XUK.0926.SM.5EQL3",0.00218115186652557,0.0257274939467567,0.0692142473740541,0.035670792454067,0.0870535191059961,0.020800910983899,1.04697504223691e-08,0.759351873798951,0.00220258150974016,0.0260841855819706,0.0710261628788737,0.0366045953106874,0.0882604482435678,0.00594232160869042,9.65869458161829e-09,0.769879695207775,0,"",198.962028519919,212.860723623387,0.504229325845212,1.89253065564737e-07,0.273483768946269,0.00732644652907664,0.115364724569468,19.6824456630366,0.180159744073961,0.240648126201049
"GTEX.12ZZY.0626.SM.5EQ5T",0.00210049181454061,0.00278440476029025,0.0382421439658702,0.0206128287658446,0.0279823478710078,0.00172367871797478,2.66675230369732e-09,0.906554101437719,0.00209323593814552,0.0027858855409561,0.0387272081052071,0.0208742823091796,0.0279972292274483,0.000485938402788755,2.42781666546047e-09,0.907036218048458,0,"",116.485711116349,117.207556480506,0.32384897095881,0.00136741036562685,0.0203999808458852,0.844435938003118,0.00288155352784042,5.78021034922947,0.0254568365775543,0.0934458985622806
"GTEX.ZQUD.0326.SM.4YCEN",0.00319733364145411,0.0124717313239062,0.0638644240237515,0.0358569222247598,0.0551571700705495,0.00933782602217388,1.20198219352838e-07,0.820114472495186,0.00320223403038868,0.0125408094899018,0.0649981325575933,0.0364934471656,0.0554626734566494,0.00264568784972721,1.09976315513733e-07,0.824656905473824,0,"",348.969681138457,351.201483799736,0.375632101962905,0.000176072767256904,0.0108096845080474,0.917194730595535,0.00157419732792809,15.1413724069676,0.024619346092786,0.179885527504814
"GTEX.13OW5.1126.SM.5J1NR",0.00365572696468001,0.0191964369791872,0.0146199998921471,0.0186755109108086,0.362686044610405,0.00345229233841182,2.7298238170452e-08,0.577713961006122,0.00364878722183677,0.0192366359658991,0.0148285581242833,0.0189419220988067,0.363445540318058,0.000974787752856361,2.48911765461839e-08,0.578923743627084,0,"",128.669498756094,165.809838882081,0.650949075306995,9.24518261627749e-13,0.563554723668772,2.74952538364599e-09,0.385206323288243,15.1342323471287,0.436737335132185,0.422286038993878
"GTEX.11GSP.0011.R8b.SM.5NQ79",0.00206529025124121,0.00104308304962016,0.0649576054330354,0.0238750267014662,0.0500497035043767,0.0181872428503705,2.01139882611469e-09,0.839822046198491,0.00208202953879979,0.00105574344250309,0.0665445613848345,0.0244583089125433,0.0506571804548171,0.00518681037719833,1.85242231672758e-09,0.850015364036881,0,"",53.13217865523,58.1966446278917,0.280639619357941,0.00587431387634236,0.267644627421573,0.00873731362800712,0.107146574666061,8.73825940904027,0.19151438306004,0.160177953801509
